Bicarbonato;71.69;31.0;0.0;102.69;8;2023
Pancamel;7893.0;0.0;500.0;7393.0;8;2023
Prime 100;100.0;25.0;2.0;123.0;8;2023
Progras;0.0;0.0;0.0;0.0;8;2023
Fosfato;862.0;125.0;0.0;987.0;8;2023
B. Aves;0.0;0.0;0.0;0.0;8;2023
Melaza;3236.0;0.0;0.0;3236.0;8;2023
Procreating;1.32;0.0;0.0;1.32;8;2023
Toxibond;173.0;13.0;0.0;186.0;8;2023
Calcio;62441.5;28000.0;0.0;90441.5;8;2023
Metionina;75.0;13.0;0.0;88.0;8;2023
Pre. Postura;3.19;0.0;0.0;3.19;8;2023
B. Ganado;11000.0;0.0;2000.0;9000.0;8;2023
Lisina;26.48;0.0;0.0;26.48;8;2023
Colina;86.82;13.0;0.0;99.82;8;2023
Fungiker;25.0;0.0;0.0;25.0;8;2023
P. Pollo;65.0;13.0;0.0;78.0;8;2023
Aceite;688.0;180.0;0.0;868.0;8;2023
Novafil;51.89;10.0;0.0;61.89;8;2023
Coccidiostato;13.62;0.0;0.0;13.62;8;2023
Zimbacitracina;34.23;0.0;0.0;34.23;8;2023
Urea;22.63;0.0;0.0;22.63;8;2023
Nucleo de Cerdo;258.32;34.0;0.0;292.32;8;2023
DDGS;0.0;0.0;0.0;0.0;8;2023
Pepa de Algodon;360.0;0.0;0.0;360.0;8;2023
Maiz Amarillo;208579.0;0.0;0.0;208579.0;9;2023
Maiz Chancado;0.0;0.0;0.0;0.0;9;2023
Torta de Soya;165765.0;0.0;0.0;165765.0;9;2023
Torta de Girasol;199080.0;0.0;0.0;199080.0;9;2023
Polvillo;59488.0;0.0;0.0;59488.0;9;2023
Afrecho;349809.0;0.0;0.0;349809.0;9;2023
Integral;406351.0;0.0;0.0;406351.0;9;2023
Torta de Palmiste;223405.0;0.0;0.0;223405.0;9;2023
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;9;2023
Sal;6679.0;0.0;0.0;6679.0;9;2023
Bicarbonato;102.69;0.0;0.0;102.69;9;2023
Pancamel;7393.0;0.0;0.0;7393.0;9;2023
Prime 100;123.0;0.0;0.0;123.0;9;2023
Progras;0.0;0.0;0.0;0.0;9;2023
Fosfato;987.0;0.0;0.0;987.0;9;2023
B. Aves;0.0;0.0;0.0;0.0;9;2023
Melaza;3236.0;0.0;0.0;3236.0;9;2023
Procreating;1.32;0.0;0.0;1.32;9;2023
Toxibond;186.0;0.0;0.0;186.0;9;2023
Calcio;90441.5;0.0;0.0;90441.5;9;2023
Metionina;88.0;0.0;0.0;88.0;9;2023
Pre. Postura;3.19;0.0;0.0;3.19;9;2023
B. Ganado;9000.0;0.0;0.0;9000.0;9;2023
Lisina;26.48;0.0;0.0;26.48;9;2023
Colina;99.82;0.0;0.0;99.82;9;2023
Fungiker;25.0;0.0;0.0;25.0;9;2023
P. Pollo;78.0;0.0;0.0;78.0;9;2023
Aceite;868.0;0.0;0.0;868.0;9;2023
Novafil;61.89;0.0;0.0;61.89;9;2023
Coccidiostato;13.62;0.0;0.0;13.62;9;2023
Zimbacitracina;34.23;0.0;0.0;34.23;9;2023
Urea;22.63;0.0;0.0;22.63;9;2023
Nucleo de Cerdo;292.32;0.0;0.0;292.32;9;2023
DDGS;0.0;0.0;0.0;0.0;9;2023
Pepa de Algodon;360.0;0.0;0.0;360.0;9;2023
Maiz Amarillo;208579.0;0.0;0.0;208579.0;10;2023
Maiz Chancado;0.0;0.0;0.0;0.0;10;2023
Torta de Soya;165765.0;0.0;0.0;165765.0;10;2023
Torta de Girasol;199080.0;0.0;0.0;199080.0;10;2023
Polvillo;59488.0;0.0;0.0;59488.0;10;2023
Afrecho;349809.0;0.0;0.0;349809.0;10;2023
Integral;406351.0;0.0;0.0;406351.0;10;2023
Torta de Palmiste;223405.0;0.0;0.0;223405.0;10;2023
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;10;2023
Sal;6679.0;0.0;0.0;6679.0;10;2023
Bicarbonato;102.69;0.0;0.0;102.69;10;2023
Pancamel;7393.0;0.0;0.0;7393.0;10;2023
Prime 100;123.0;0.0;0.0;123.0;10;2023
Progras;0.0;0.0;0.0;0.0;10;2023
Fosfato;987.0;0.0;0.0;987.0;10;2023
B. Aves;0.0;0.0;0.0;0.0;10;2023
Melaza;3236.0;0.0;0.0;3236.0;10;2023
Procreating;1.32;0.0;0.0;1.32;10;2023
Toxibond;186.0;0.0;0.0;186.0;10;2023
Calcio;90441.5;0.0;0.0;90441.5;10;2023
Metionina;88.0;0.0;0.0;88.0;10;2023
Pre. Postura;3.19;0.0;0.0;3.19;10;2023
B. Ganado;9000.0;0.0;0.0;9000.0;10;2023
Lisina;26.48;0.0;0.0;26.48;10;2023
Colina;99.82;0.0;0.0;99.82;10;2023
Fungiker;25.0;0.0;0.0;25.0;10;2023
P. Pollo;78.0;0.0;0.0;78.0;10;2023
Aceite;868.0;0.0;0.0;868.0;10;2023
Novafil;61.89;0.0;0.0;61.89;10;2023
Coccidiostato;13.62;0.0;0.0;13.62;10;2023
Zimbacitracina;34.23;0.0;0.0;34.23;10;2023
Urea;22.63;0.0;0.0;22.63;10;2023
Nucleo de Cerdo;292.32;0.0;0.0;292.32;10;2023
DDGS;0.0;0.0;0.0;0.0;10;2023
Pepa de Algodon;360.0;0.0;0.0;360.0;10;2023
Maiz Amarillo;208579.0;0.0;0.0;208579.0;11;2023
Maiz Chancado;0.0;0.0;0.0;0.0;11;2023
Torta de Soya;165765.0;0.0;0.0;165765.0;11;2023
Torta de Girasol;199080.0;0.0;0.0;199080.0;11;2023
Polvillo;59488.0;0.0;0.0;59488.0;11;2023
Afrecho;349809.0;0.0;0.0;349809.0;11;2023
Integral;406351.0;0.0;0.0;406351.0;11;2023
Torta de Palmiste;223405.0;0.0;0.0;223405.0;11;2023
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;11;2023
Sal;6679.0;0.0;0.0;6679.0;11;2023
Bicarbonato;102.69;0.0;0.0;102.69;11;2023
Pancamel;7393.0;0.0;0.0;7393.0;11;2023
Prime 100;123.0;0.0;0.0;123.0;11;2023
Progras;0.0;0.0;0.0;0.0;11;2023
Fosfato;987.0;0.0;0.0;987.0;11;2023
B. Aves;0.0;0.0;0.0;0.0;11;2023
Melaza;3236.0;0.0;0.0;3236.0;11;2023
Procreating;1.32;0.0;0.0;1.32;11;2023
Toxibond;186.0;0.0;0.0;186.0;11;2023
Calcio;90441.5;0.0;0.0;90441.5;11;2023
Metionina;88.0;0.0;0.0;88.0;11;2023
Pre. Postura;3.19;0.0;0.0;3.19;11;2023
B. Ganado;9000.0;0.0;0.0;9000.0;11;2023
Lisina;26.48;0.0;0.0;26.48;11;2023
Colina;99.82;0.0;0.0;99.82;11;2023
Fungiker;25.0;0.0;0.0;25.0;11;2023
P. Pollo;78.0;0.0;0.0;78.0;11;2023
Aceite;868.0;0.0;0.0;868.0;11;2023
Novafil;61.89;0.0;0.0;61.89;11;2023
Coccidiostato;13.62;0.0;0.0;13.62;11;2023
Zimbacitracina;34.23;0.0;0.0;34.23;11;2023
Urea;22.63;0.0;0.0;22.63;11;2023
Nucleo de Cerdo;292.32;0.0;0.0;292.32;11;2023
DDGS;0.0;0.0;0.0;0.0;11;2023
Pepa de Algodon;360.0;0.0;0.0;360.0;11;2023
Maiz Amarillo;208579.0;0.0;0.0;208579.0;0;2024
Maiz Chancado;0.0;0.0;0.0;0.0;0;2024
Torta de Soya;165765.0;0.0;0.0;165765.0;0;2024
Torta de Girasol;199080.0;0.0;0.0;199080.0;0;2024
Polvillo;59488.0;0.0;0.0;59488.0;0;2024
Afrecho;349809.0;0.0;0.0;349809.0;0;2024
Integral;406351.0;0.0;0.0;406351.0;0;2024
Torta de Palmiste;223405.0;0.0;0.0;223405.0;0;2024
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;0;2024
Sal;6679.0;0.0;0.0;6679.0;0;2024
Bicarbonato;102.69;0.0;0.0;102.69;0;2024
Pancamel;7393.0;0.0;0.0;7393.0;0;2024
Prime 100;123.0;0.0;0.0;123.0;0;2024
Progras;0.0;0.0;0.0;0.0;0;2024
Fosfato;987.0;0.0;0.0;987.0;0;2024
B. Aves;0.0;0.0;0.0;0.0;0;2024
Melaza;3236.0;0.0;0.0;3236.0;0;2024
Procreating;1.32;0.0;0.0;1.32;0;2024
Toxibond;186.0;0.0;0.0;186.0;0;2024
Calcio;90441.5;0.0;0.0;90441.5;0;2024
Metionina;88.0;0.0;0.0;88.0;0;2024
Pre. Postura;3.19;0.0;0.0;3.19;0;2024
B. Ganado;9000.0;0.0;0.0;9000.0;0;2024
Lisina;26.48;0.0;0.0;26.48;0;2024
Colina;99.82;0.0;0.0;99.82;0;2024
Fungiker;25.0;0.0;0.0;25.0;0;2024
P. Pollo;78.0;0.0;0.0;78.0;0;2024
Aceite;868.0;0.0;0.0;868.0;0;2024
Novafil;61.89;0.0;0.0;61.89;0;2024
Coccidiostato;13.62;0.0;0.0;13.62;0;2024
Zimbacitracina;34.23;0.0;0.0;34.23;0;2024
Urea;22.63;0.0;0.0;22.63;0;2024
Nucleo de Cerdo;292.32;0.0;0.0;292.32;0;2024
DDGS;0.0;0.0;0.0;0.0;0;2024
Pepa de Algodon;360.0;0.0;0.0;360.0;0;2024
Maiz Amarillo;208579.0;0.0;0.0;208579.0;1;2024
Maiz Chancado;0.0;0.0;0.0;0.0;1;2024
Torta de Soya;165765.0;0.0;0.0;165765.0;1;2024
Torta de Girasol;199080.0;0.0;0.0;199080.0;1;2024
Polvillo;59488.0;0.0;0.0;59488.0;1;2024
Afrecho;349809.0;0.0;0.0;349809.0;1;2024
Integral;406351.0;0.0;0.0;406351.0;1;2024
Torta de Palmiste;223405.0;0.0;0.0;223405.0;1;2024
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;1;2024
Sal;6679.0;0.0;0.0;6679.0;1;2024
Bicarbonato;102.69;0.0;0.0;102.69;1;2024
Pancamel;7393.0;0.0;0.0;7393.0;1;2024
Prime 100;123.0;0.0;0.0;123.0;1;2024
Progras;0.0;0.0;0.0;0.0;1;2024
Fosfato;987.0;0.0;0.0;987.0;1;2024
B. Aves;0.0;0.0;0.0;0.0;1;2024
Melaza;3236.0;0.0;0.0;3236.0;1;2024
Procreating;1.32;0.0;0.0;1.32;1;2024
Toxibond;186.0;0.0;0.0;186.0;1;2024
Calcio;90441.5;0.0;0.0;90441.5;1;2024
Metionina;88.0;0.0;0.0;88.0;1;2024
Pre. Postura;3.19;0.0;0.0;3.19;1;2024
B. Ganado;9000.0;0.0;0.0;9000.0;1;2024
Lisina;26.48;0.0;0.0;26.48;1;2024
Colina;99.82;0.0;0.0;99.82;1;2024
Fungiker;25.0;0.0;0.0;25.0;1;2024
P. Pollo;78.0;0.0;0.0;78.0;1;2024
Aceite;868.0;0.0;0.0;868.0;1;2024
Novafil;61.89;0.0;0.0;61.89;1;2024
Coccidiostato;13.62;0.0;0.0;13.62;1;2024
Zimbacitracina;34.23;0.0;0.0;34.23;1;2024
Urea;22.63;0.0;0.0;22.63;1;2024
Nucleo de Cerdo;292.32;0.0;0.0;292.32;1;2024
DDGS;0.0;0.0;0.0;0.0;1;2024
Pepa de Algodon;360.0;0.0;0.0;360.0;1;2024
Maiz Amarillo;208579.0;0.0;0.0;208579.0;2;2024
Maiz Chancado;0.0;0.0;0.0;0.0;2;2024
Torta de Soya;165765.0;0.0;0.0;165765.0;2;2024
Torta de Girasol;199080.0;0.0;0.0;199080.0;2;2024
Polvillo;59488.0;0.0;0.0;59488.0;2;2024
Afrecho;349809.0;0.0;0.0;349809.0;2;2024
Integral;406351.0;0.0;0.0;406351.0;2;2024
Torta de Palmiste;223405.0;0.0;0.0;223405.0;2;2024
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;2;2024
Sal;6679.0;0.0;0.0;6679.0;2;2024
Bicarbonato;102.69;0.0;0.0;102.69;2;2024
Pancamel;7393.0;0.0;0.0;7393.0;2;2024
Prime 100;123.0;0.0;0.0;123.0;2;2024
Progras;0.0;0.0;0.0;0.0;2;2024
Fosfato;987.0;0.0;0.0;987.0;2;2024
B. Aves;0.0;0.0;0.0;0.0;2;2024
Melaza;3236.0;0.0;0.0;3236.0;2;2024
Procreating;1.32;0.0;0.0;1.32;2;2024
Toxibond;186.0;0.0;0.0;186.0;2;2024
Calcio;90441.5;0.0;0.0;90441.5;2;2024
Metionina;88.0;0.0;0.0;88.0;2;2024
Pre. Postura;3.19;0.0;0.0;3.19;2;2024
B. Ganado;9000.0;0.0;0.0;9000.0;2;2024
Lisina;26.48;0.0;0.0;26.48;2;2024
Colina;99.82;0.0;0.0;99.82;2;2024
Fungiker;25.0;0.0;0.0;25.0;2;2024
P. Pollo;78.0;0.0;0.0;78.0;2;2024
Aceite;868.0;0.0;0.0;868.0;2;2024
Novafil;61.89;0.0;0.0;61.89;2;2024
Coccidiostato;13.62;0.0;0.0;13.62;2;2024
Zimbacitracina;34.23;0.0;0.0;34.23;2;2024
Urea;22.63;0.0;0.0;22.63;2;2024
Nucleo de Cerdo;292.32;0.0;0.0;292.32;2;2024
DDGS;0.0;0.0;0.0;0.0;2;2024
Pepa de Algodon;360.0;0.0;0.0;360.0;2;2024
Maiz Amarillo;208579.0;0.0;0.0;208579.0;3;2024
Maiz Chancado;0.0;0.0;0.0;0.0;3;2024
Torta de Soya;165765.0;0.0;0.0;165765.0;3;2024
Torta de Girasol;199080.0;0.0;0.0;199080.0;3;2024
Polvillo;59488.0;0.0;0.0;59488.0;3;2024
Afrecho;349809.0;0.0;0.0;349809.0;3;2024
Integral;406351.0;0.0;0.0;406351.0;3;2024
Torta de Palmiste;223405.0;0.0;0.0;223405.0;3;2024
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;3;2024
Sal;6679.0;0.0;0.0;6679.0;3;2024
Bicarbonato;102.69;0.0;0.0;102.69;3;2024
Pancamel;7393.0;0.0;0.0;7393.0;3;2024
Prime 100;123.0;0.0;0.0;123.0;3;2024
Progras;0.0;0.0;0.0;0.0;3;2024
Fosfato;987.0;0.0;0.0;987.0;3;2024
B. Aves;0.0;0.0;0.0;0.0;3;2024
Melaza;3236.0;0.0;0.0;3236.0;3;2024
Procreating;1.32;0.0;0.0;1.32;3;2024
Toxibond;186.0;0.0;0.0;186.0;3;2024
Calcio;90441.5;0.0;0.0;90441.5;3;2024
Metionina;88.0;0.0;0.0;88.0;3;2024
Pre. Postura;3.19;0.0;0.0;3.19;3;2024
B. Ganado;9000.0;0.0;0.0;9000.0;3;2024
Lisina;26.48;0.0;0.0;26.48;3;2024
Colina;99.82;0.0;0.0;99.82;3;2024
Fungiker;25.0;0.0;0.0;25.0;3;2024
P. Pollo;78.0;0.0;0.0;78.0;3;2024
Aceite;868.0;0.0;0.0;868.0;3;2024
Novafil;61.89;0.0;0.0;61.89;3;2024
Coccidiostato;13.62;0.0;0.0;13.62;3;2024
Zimbacitracina;34.23;0.0;0.0;34.23;3;2024
Urea;22.63;0.0;0.0;22.63;3;2024
Nucleo de Cerdo;292.32;0.0;0.0;292.32;3;2024
DDGS;0.0;0.0;0.0;0.0;3;2024
Pepa de Algodon;360.0;0.0;0.0;360.0;3;2024
Maiz Amarillo;208579.0;0.0;0.0;208579.0;4;2024
Maiz Chancado;0.0;0.0;0.0;0.0;4;2024
Torta de Soya;165765.0;0.0;0.0;165765.0;4;2024
Torta de Girasol;199080.0;0.0;0.0;199080.0;4;2024
Polvillo;59488.0;0.0;0.0;59488.0;4;2024
Afrecho;349809.0;0.0;0.0;349809.0;4;2024
Integral;406351.0;0.0;0.0;406351.0;4;2024
Torta de Palmiste;223405.0;0.0;0.0;223405.0;4;2024
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;4;2024
Sal;6679.0;0.0;0.0;6679.0;4;2024
Bicarbonato;102.69;0.0;0.0;102.69;4;2024
Pancamel;7393.0;0.0;0.0;7393.0;4;2024
Prime 100;123.0;0.0;0.0;123.0;4;2024
Progras;0.0;0.0;0.0;0.0;4;2024
Fosfato;987.0;0.0;0.0;987.0;4;2024
B. Aves;0.0;0.0;0.0;0.0;4;2024
Melaza;3236.0;0.0;0.0;3236.0;4;2024
Procreating;1.32;0.0;0.0;1.32;4;2024
Toxibond;186.0;0.0;0.0;186.0;4;2024
Calcio;90441.5;0.0;0.0;90441.5;4;2024
Metionina;88.0;0.0;0.0;88.0;4;2024
Pre. Postura;3.19;0.0;0.0;3.19;4;2024
B. Ganado;9000.0;0.0;0.0;9000.0;4;2024
Lisina;26.48;0.0;0.0;26.48;4;2024
Colina;99.82;0.0;0.0;99.82;4;2024
Fungiker;25.0;0.0;0.0;25.0;4;2024
P. Pollo;78.0;0.0;0.0;78.0;4;2024
Aceite;868.0;0.0;0.0;868.0;4;2024
Novafil;61.89;0.0;0.0;61.89;4;2024
Coccidiostato;13.62;0.0;0.0;13.62;4;2024
Zimbacitracina;34.23;0.0;0.0;34.23;4;2024
Urea;22.63;0.0;0.0;22.63;4;2024
Nucleo de Cerdo;292.32;0.0;0.0;292.32;4;2024
DDGS;0.0;0.0;0.0;0.0;4;2024
Pepa de Algodon;360.0;0.0;0.0;360.0;4;2024
Maiz Amarillo;208579.0;0.0;0.0;208579.0;5;2024
Maiz Chancado;0.0;0.0;0.0;0.0;5;2024
Torta de Soya;165765.0;0.0;0.0;165765.0;5;2024
Torta de Girasol;199080.0;0.0;0.0;199080.0;5;2024
Polvillo;59488.0;0.0;0.0;59488.0;5;2024
Afrecho;349809.0;0.0;0.0;349809.0;5;2024
Integral;406351.0;0.0;0.0;406351.0;5;2024
Torta de Palmiste;223405.0;0.0;0.0;223405.0;5;2024
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;5;2024
Sal;6679.0;0.0;0.0;6679.0;5;2024
Bicarbonato;102.69;0.0;0.0;102.69;5;2024
Pancamel;7393.0;0.0;0.0;7393.0;5;2024
Prime 100;123.0;0.0;0.0;123.0;5;2024
Progras;0.0;0.0;0.0;0.0;5;2024
Fosfato;987.0;0.0;0.0;987.0;5;2024
B. Aves;0.0;0.0;0.0;0.0;5;2024
Melaza;3236.0;0.0;0.0;3236.0;5;2024
Procreating;1.32;0.0;0.0;1.32;5;2024
Toxibond;186.0;0.0;0.0;186.0;5;2024
Calcio;90441.5;0.0;0.0;90441.5;5;2024
Metionina;88.0;0.0;0.0;88.0;5;2024
Pre. Postura;3.19;0.0;0.0;3.19;5;2024
B. Ganado;9000.0;0.0;0.0;9000.0;5;2024
Lisina;26.48;0.0;0.0;26.48;5;2024
Colina;99.82;0.0;0.0;99.82;5;2024
Fungiker;25.0;0.0;0.0;25.0;5;2024
P. Pollo;78.0;0.0;0.0;78.0;5;2024
Aceite;868.0;0.0;0.0;868.0;5;2024
Novafil;61.89;0.0;0.0;61.89;5;2024
Coccidiostato;13.62;0.0;0.0;13.62;5;2024
Zimbacitracina;34.23;0.0;0.0;34.23;5;2024
Urea;22.63;0.0;0.0;22.63;5;2024
Nucleo de Cerdo;292.32;0.0;0.0;292.32;5;2024
DDGS;0.0;0.0;0.0;0.0;5;2024
Pepa de Algodon;360.0;0.0;0.0;360.0;5;2024
Maiz Amarillo;208579.0;0.0;0.0;208579.0;6;2024
Maiz Chancado;0.0;0.0;0.0;0.0;6;2024
Torta de Soya;165765.0;0.0;0.0;165765.0;6;2024
Torta de Girasol;199080.0;0.0;0.0;199080.0;6;2024
Polvillo;59488.0;0.0;0.0;59488.0;6;2024
Afrecho;349809.0;0.0;0.0;349809.0;6;2024
Integral;406351.0;0.0;0.0;406351.0;6;2024
Torta de Palmiste;223405.0;0.0;0.0;223405.0;6;2024
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;6;2024
Sal;6679.0;0.0;0.0;6679.0;6;2024
Bicarbonato;102.69;0.0;0.0;102.69;6;2024
Pancamel;7393.0;0.0;0.0;7393.0;6;2024
Prime 100;123.0;0.0;0.0;123.0;6;2024
Progras;0.0;0.0;0.0;0.0;6;2024
Fosfato;987.0;0.0;0.0;987.0;6;2024
B. Aves;0.0;0.0;0.0;0.0;6;2024
Melaza;3236.0;0.0;0.0;3236.0;6;2024
Procreating;1.32;0.0;0.0;1.32;6;2024
Toxibond;186.0;0.0;0.0;186.0;6;2024
Calcio;90441.5;0.0;0.0;90441.5;6;2024
Metionina;88.0;0.0;0.0;88.0;6;2024
Pre. Postura;3.19;0.0;0.0;3.19;6;2024
B. Ganado;9000.0;0.0;0.0;9000.0;6;2024
Lisina;26.48;0.0;0.0;26.48;6;2024
Colina;99.82;0.0;0.0;99.82;6;2024
Fungiker;25.0;0.0;0.0;25.0;6;2024
P. Pollo;78.0;0.0;0.0;78.0;6;2024
Aceite;868.0;0.0;0.0;868.0;6;2024
Novafil;61.89;0.0;0.0;61.89;6;2024
Coccidiostato;13.62;0.0;0.0;13.62;6;2024
Zimbacitracina;34.23;0.0;0.0;34.23;6;2024
Urea;22.63;0.0;0.0;22.63;6;2024
Nucleo de Cerdo;292.32;0.0;0.0;292.32;6;2024
DDGS;0.0;0.0;0.0;0.0;6;2024
Pepa de Algodon;360.0;0.0;0.0;360.0;6;2024
Maiz Amarillo;208579.0;0.0;0.0;208579.0;7;2024
Maiz Chancado;0.0;0.0;0.0;0.0;7;2024
Torta de Soya;165765.0;0.0;0.0;165765.0;7;2024
Torta de Girasol;199080.0;0.0;0.0;199080.0;7;2024
Polvillo;59488.0;0.0;0.0;59488.0;7;2024
Afrecho;349809.0;0.0;0.0;349809.0;7;2024
Integral;406351.0;0.0;0.0;406351.0;7;2024
Torta de Palmiste;223405.0;0.0;0.0;223405.0;7;2024
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;7;2024
Sal;6679.0;0.0;0.0;6679.0;7;2024
Bicarbonato;102.69;0.0;0.0;102.69;7;2024
Pancamel;7393.0;0.0;0.0;7393.0;7;2024
Prime 100;123.0;0.0;0.0;123.0;7;2024
Progras;0.0;0.0;0.0;0.0;7;2024
Fosfato;987.0;0.0;0.0;987.0;7;2024
B. Aves;0.0;0.0;0.0;0.0;7;2024
Melaza;3236.0;0.0;0.0;3236.0;7;2024
Procreating;1.32;0.0;0.0;1.32;7;2024
Toxibond;186.0;0.0;0.0;186.0;7;2024
Calcio;90441.5;0.0;0.0;90441.5;7;2024
Metionina;88.0;0.0;0.0;88.0;7;2024
Pre. Postura;3.19;0.0;0.0;3.19;7;2024
B. Ganado;9000.0;0.0;0.0;9000.0;7;2024
Lisina;26.48;0.0;0.0;26.48;7;2024
Colina;99.82;0.0;0.0;99.82;7;2024
Fungiker;25.0;0.0;0.0;25.0;7;2024
P. Pollo;78.0;0.0;0.0;78.0;7;2024
Aceite;868.0;0.0;0.0;868.0;7;2024
Novafil;61.89;0.0;0.0;61.89;7;2024
Coccidiostato;13.62;0.0;0.0;13.62;7;2024
Zimbacitracina;34.23;0.0;0.0;34.23;7;2024
Urea;22.63;0.0;0.0;22.63;7;2024
Nucleo de Cerdo;292.32;0.0;0.0;292.32;7;2024
DDGS;0.0;0.0;0.0;0.0;7;2024
Pepa de Algodon;360.0;0.0;0.0;360.0;7;2024
Maiz Amarillo;208579.0;0.0;0.0;208579.0;8;2024
Maiz Chancado;0.0;0.0;0.0;0.0;8;2024
Torta de Soya;165765.0;0.0;0.0;165765.0;8;2024
Torta de Girasol;199080.0;0.0;0.0;199080.0;8;2024
Polvillo;59488.0;0.0;0.0;59488.0;8;2024
Afrecho;349809.0;0.0;0.0;349809.0;8;2024
Integral;406351.0;0.0;0.0;406351.0;8;2024
Torta de Palmiste;223405.0;0.0;0.0;223405.0;8;2024
Cascarilla Palmiste;711054.0;0.0;0.0;711054.0;8;2024
Sal;6679.0;0.0;0.0;6679.0;8;2024
Bicarbonato;102.69;0.0;0.0;102.69;8;2024
Pancamel;7393.0;0.0;0.0;7393.0;8;2024
Prime 100;123.0;0.0;0.0;123.0;8;2024
Progras;0.0;0.0;0.0;0.0;8;2024
Fosfato;987.0;0.0;0.0;987.0;8;2024
B. Aves;0.0;0.0;0.0;0.0;8;2024
Melaza;3236.0;0.0;0.0;3236.0;8;2024
Procreating;1.32;0.0;0.0;1.32;8;2024
Toxibond;186.0;0.0;0.0;186.0;8;2024
Calcio;90441.5;0.0;0.0;90441.5;8;2024
Metionina;88.0;0.0;0.0;88.0;8;2024
Pre. Postura;3.19;0.0;0.0;3.19;8;2024
B. Ganado;9000.0;0.0;0.0;9000.0;8;2024
Lisina;26.48;0.0;0.0;26.48;8;2024
Colina;99.82;0.0;0.0;99.82;8;2024
Fungiker;25.0;0.0;0.0;25.0;8;2024
P. Pollo;78.0;0.0;0.0;78.0;8;2024
Aceite;868.0;0.0;0.0;868.0;8;2024
Novafil;61.89;0.0;0.0;61.89;8;2024
Coccidiostato;13.62;0.0;0.0;13.62;8;2024
Zimbacitracina;34.23;0.0;0.0;34.23;8;2024
Urea;22.63;0.0;0.0;22.63;8;2024
Nucleo de Cerdo;292.32;0.0;0.0;292.32;8;2024
DDGS;0.0;0.0;0.0;0.0;8;2024
Pepa de Algodon;360.0;0.0;0.0;360.0;8;2024
